facilityId,recordId,serialNumber,serviceDesc,pe,peDesc,category,description,county,agency,programIdentifier,siteAddress,city,st,zip,latitude,longitude,activityDate,01a,01b,01c,01d,01e,01f,02a,02b,02c,02d,02e,02f,02g,03a,03b,03c,03d,03e,03f,03g,04a,04b,04c,05a,05b,05c,05d,06a,06b,06c,07a,07b,07c,08a,08b,08c,totalCritical,numberOfFbiCritical,09a,09b,10a,I0b,10c,11a,11b,11c,12a,12b,12c,12d,13a,13b,13c,14a,14b,14c,14d,14e,14f,14g,14h,14i,15a,15b,totalNonCritical
FA0005764,PR0005722,DAXNLRVQX,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,French Press The,15290 E Iliff Ave,Aurora,CO,80014,39.674679,-104.810219,10/31/2018 12:00:00 AM,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0002868,PR0000222,DAMLLD1M3,"Inspection, Routine",1065,Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Lansdowne Arms,9352 Dorchester St,Highlands Ranch,CO,80129,39.54672619,-104.999058,10/31/2018 12:00:00 AM,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,3,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,13
FA0000599,PR0000474,DAYBTXLEW,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Arapahoe,Tri-County Health Department,Wheeling Elementary,472 S Wheeling St,Aurora,CO,80012,39.703903,-104.834061,10/31/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FA0001191,PR0002924,DANRHKGLS,"Inspection, Critical Item",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Via Baci,10005 Commons St Ste 200,Lone Tree,CO,80124,39.53459497,-104.8819551,10/31/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0000931,PR0003009,DAP0BM1ZX,"Inspection, Critical Item",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Caitlins,4379 E Mississippi Ave,Glendale,CO,80246,39.696655,-104.936356,10/31/2018 12:00:00 AM,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0005839,PR0003891,DACOXMMOR,"Inspection, Routine",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Tokyo Joes,6775 S Cornerstar Way Unit A,Aurora,CO,80016,39.592712,-104.806793,11/01/2018 12:00:00 AM,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5
FA0005426,PR0002937,DAHVWSAEI,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Low Risk (2),Food - Restaurants,Adams,Tri-County Health Department,Starbucks Coffee 10149,59 Bush St,Brighton,CO,80601,39.871555,-104.931152,11/01/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FA0003153,PR0011682,DALEI3H1E,"Inspection, First Operational",1045,Restaurant (101 - 200 seats),High Risk (4),Food - Restaurants,Arapahoe,Tri-County Health Department,Indulge Bistro and Wine Bar,6955 S York St Ste 406,Centennial,CO,80122,39.590767,-104.961662,11/01/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0006468,PR0005742,DAOZGXZ6J,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Greek To Me,9251 E Peakview Ave Unit A,Greenwood Village,CO,80111,39.598785,-104.881599,10/31/2018 12:00:00 AM,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
FA0003600,PR0011687,DA0P121AY,"Inspection, First Operational",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Tacos Y Salsas,75 S Main St,Brighton,CO,80601,39.914005,-105.051346,10/31/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0000061,PR0004120,DAGL3BGP2,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Very Low Risk (1),Food - Restaurants,Adams,Tri-County Health Department,Hampton Inn Brighton,992 Platte River Blvd,Brighton,CO,80601,39.937992,-104.94577,10/31/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0004355,PR0003968,DA3ZU2AUE,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Pizza Hut 4868,7820 Sheridan Blvd,Westminster,CO,80030,39.960754,-104.991417,11/01/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
FA0010406,PR0011660,DACIFVJX6,"Inspection, First Operational",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Santiagos Mexican Restaurant,15330 E 120th Pl,Commerce City,CO,86036-998,,,10/31/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0001372,PR0000550,DA9XU6HS3,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Arapahoe,Tri-County Health Department,Greenwood Elementary,5550 S Holly St,Greenwood Village,CO,80111,39.615101,-104.922745,10/31/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0010119,PR0011190,DAHFYNOJ0,"Inspection, Routine",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Midici,6360 Promenade Pkwy Ste 100,Castle Rock,CO,80108,39.42191976,-104.8787284,10/31/2018 12:00:00 AM,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
FA0000557,PR0000417,DAM9XIZ29,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Arapahoe,Tri-County Health Department,Arkansas Elementary,17301 E Arkansas Ave,Aurora,CO,80017,39.691891,-104.786667,11/01/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
FA0002881,PR0004018,DAVOPG9QI,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Low Risk (2),Food - Restaurants,Arapahoe,Tri-County Health Department,Jimmy Johns 1038,14555 E Arapahoe Rd Unit A,Aurora,CO,80016,39.59507,-104.817917,11/01/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0004764,PR0011621,DAQDRMTTM,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Very Low Risk (1),Food - Other,Arapahoe,Tri-County Health Department,Moline Corner Store,11490 E Colfax Ave,Aurora,CO,80010,39.74004,-104.854195,10/31/2018 12:00:00 AM,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
FA0004521,PR0001113,DACNZBVW6,"Inspection, Routine",1065,Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Hooters,2610 S Parker Rd,Aurora,CO,80014,39.668812,-104.863403,10/31/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4
FA0008998,PR0009456,DAFZH0NLA,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Low Risk (2),Food - Grocery,Adams,Tri-County Health Department,Healthyish Foods LLC,12189 Pennsylvania St,Thornton,CO,80241,39.918262,-104.981864,10/31/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0005159,PR0004430,DARII0WXG,"Inspection, Critical Item",1065,Restaurant (>200 seats),High Risk (4),Food - Restaurants,Douglas,Tri-County Health Department,Black Bear Golf Club,11400 Canterberry Pkwy,Parker,CO,80138,39.51064018,-104.7256884,11/01/2018 12:00:00 AM,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0008711,PR0008996,DAJPSTDQA,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,GraceFull Cafe,5610 S Curtice St,Littleton,CO,80120,39.61500168,-105.0180588,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FA0004348,PR0003990,DAGOKYF0A,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Pizza Hut 4859,9385 S Colorado Blvd Unit 106,Highlands Ranch,CO,80126,39.5458447,-104.9438084,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6
FA0006253,PR0011706,DA0215410,"Inspection, First Operational",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Cherry Thai,13710 E Quincy Ave,Aurora,CO,80015,39.638435,-104.828354,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0007947,PR0009395,DA4CMXLOH,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Pho 15,665 E 70th Ave,Denver,CO,80229,39.842579,-105.029518,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0008962,PR0009385,DATNIERET,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Subway Sandwiches & Salads,10900 E Briarwood Ave,Centennial,CO,80112,39.591232,-104.861656,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
FA0004484,PR0009924,DAC0I09WG,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Tokayo Sushi and Thai,3712 S Broadway,Englewood,CO,80113,39.649223,-104.987541,11/02/2018 12:00:00 AM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,9
FA0002454,PR0003070,DASBGTH5O,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Very Low Risk (1),Food - Restaurants,Douglas,Tri-County Health Department,Enchanted Grounds,8800 S Colorado Blvd Ste A,Littleton,CO,80126,39.55625018,-104.9419045,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FA0004527,PR0004427,DAJL1TZIQ,"Inspection, Critical Item",1045,Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Parrys Pizza,5650 Allen Way Ste 119,Castle Rock,CO,80108,39.41490976,-104.8647054,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0003929,PR0002534,DAREDI1AL,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Very Low Risk (1),Food - Grocery,Douglas,Tri-County Health Department,Magic rabbit Car Wash and Lube Co,5651 County Line Pl,Highlands Ranch,CO,80126,39.56517,-104.922394,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FA0003181,PR0009772,DANLIOWMU,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Jack in the Box 8131,11179 S Pikes Peak Dr,Parker,CO,80138,39.51333883,-104.7630857,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
FA0004038,PR0010803,DA6U4OXI0,"Inspection, Routine",1045,Restaurant (101 - 200 seats),High Risk (4),Food - Restaurants,Douglas,Tri-County Health Department,McDonalds Restaurant,10950 S Parker Rd,Parker,CO,80134,39.51747552,-104.7647357,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
FA0006397,PR0011735,DAB9XMA4O,"Inspection, First Operational",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Lis Garden,5020 W 92nd Ave,Westminster,CO,80031-6302,39.86342503,-105.0511,11/02/2018 12:00:00 AM,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0004425,PR0004592,DAB3LAS48,"Inspection, Routine",1065,Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,On the Border Mexican Grill and Cantina,6369 S Southlands Pkwy,Aurora,CO,80016,39.601841,-104.710884,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,9
FA0007869,PR0011383,DAKTPKZJ8,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Zona Cero Lounge,8980 Federal Blvd,Federal Heights,CO,80260,39.888611,-104.982689,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
FA0005309,PR0003770,DAA1QVPRB,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Comcast 183,183 Inverness Dr W,Englewood,CO,80112,39.580959,-104.867836,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FA0004803,PR0004976,DAAKMSKCO,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Red Robin Gourmet Burgers University,10000 E Geddes Ave Unit 500,Englewood,CO,80112,39.584042,-104.871925,11/02/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
FA0001640,PR0002897,DAJXZDJGT,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,McDonoughs Restaurant,10395 E Iliff Ave,Aurora,CO,80231,39.674812,-104.867088,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6
FA0000381,PR0010701,DACWA2UMY,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),High Risk (4),Food - Restaurants,Douglas,Tri-County Health Department,Trestles Coastal Cuisine,880 W Happy Canyon Rd Ste 150,Castle Rock,CO,80108,39.42764593,-104.9024657,11/05/2018 12:00:00 AM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0007605,PR0007314,DA7EF8WYJ,"Inspection, Routine",1065,Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Longhorn Steakhouse,9625 E County Line Rd,Centennial,CO,80112,39.566151,-104.87587,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
FA0004112,PR0011636,DA0215393,"Inspection, First Operational",1085,"Grocery Store (0 - 15,000 sq. ft.)",High Risk (4),Food - Grocery,Arapahoe,Tri-County Health Department,Mile High Halal,7950 E Mississippi Ave Unit E,Denver,CO,80247-2151,39.69602,-104.89582,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0005512,PR0003606,DADVFDASR,"Inspection, Critical Item",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Institutions,Adams,Tri-County Health Department,Stout Street Foundation,7251 E 49th Ave,Commerce City,CO,80022,39.831032,-105.029533,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0005646,PR0010668,DAYKGPITD,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Taco Bell 33853,1607 S Havana St,Aurora,CO,80012,39.687084,-104.86602,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FA0004730,PR0001768,DA0215364,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Qdoba Mexican Grill 2003,5188 S Broadway,Englewood,CO,80110,39.622158,-104.987915,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
FA0008290,PR0008206,DA0215346,"Inspection, Routine",1005,"No fee license (K-12 schools, non-profit)",Low Risk (2),Food - Institutions,Adams,Tri-County Health Department,Suncor Energy Boys and Girls,6201 Holly St,Commerce City,CO,80022,39.80934754,-104.9222781,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0006862,PR0010984,DABJQ0YED,"Inspection, Routine",1007,"Limited Food Service (convenience, other)",Very Low Risk (1),Food - Restaurants,Arapahoe,Tri-County Health Department,Refresh Cafe,5555 E Arapahoe Rd,Centennial,CO,80122,39.595226,-104.923958,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0008929,PR0009321,DADGS92SR,"Inspection, Routine",1225,"Grocery Store w/ Deli (0 - 15,000 sq. ft.)",Med Risk (3),Food - Grocery,Douglas,Tri-County Health Department,Safeway Store 1877 - AFC Sushi,880 S Perry St,Castle Rock,CO,80104,39.36270905,-104.8605499,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0006476,PR0001875,DAUFLFRVP,"Inspection, Routine",1025,Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Qdoba Mexican Grill 2065,2295 S Peoria St,Aurora,CO,80014,39.673935,-104.847435,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
FA0010432,PR0011716,DAIU69ABG,"Inspection, First Operational",1007,"Limited Food Service (convenience, other)",Low Risk (2),Food - Other,Douglas,Tri-County Health Department,Nekter Juice Bar,3620 E Highlands Ranch Pkwy Unit 103,Littleton,CO,80126,39.54279,-104.94701,11/05/2018 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
